,caseid,person_id,arrest_date,dispos_date,treat,re_arrest,prior_arrests,age
5758,11475,131,2012-06-12,2012-11-20,1,0,0,18.0
5759,11481,8847,2013-03-04,2014-07-07,1,0,5,29.0
5760,19136,8847,2012-08-06,2012-08-31,1,1,3,28.0
5761,95378,8847,2012-08-12,2012-12-20,1,0,4,28.0
5762,11490,12258,2012-10-18,2013-04-24,1,0,1,25.0
5763,28807,12258,2013-06-02,2013-11-27,1,1,2,26.0
5764,51705,12258,2013-06-28,2013-07-28,1,0,3,26.0
5765,11504,11530,2013-01-13,2013-10-04,0,0,4,50.0
5766,11510,17776,2013-02-22,2013-02-26,1,0,3,28.0
5767,11514,8598,2012-11-23,2013-02-08,1,0,8,39.0
5768,74389,8598,2012-07-23,2012-10-30,1,0,7,39.0
5769,11517,7028,2012-08-09,2014-08-27,1,1,8,35.0
5770,12638,7028,2013-06-03,2013-08-20,1,0,9,36.0
5771,16420,7028,2012-03-10,2012-10-04,1,1,6,35.0
5772,62195,7028,2012-07-09,2013-07-08,1,1,7,35.0
5773,11524,10716,2013-09-12,2013-09-29,1,0,8,44.0
5774,23285,10716,2013-08-22,2013-10-11,0,1,6,44.0
5775,32100,10716,2013-08-26,2013-09-05,0,0,7,44.0
5776,55199,10716,2012-04-24,2012-09-23,1,0,5,43.0
5777,11534,10386,2012-01-26,2012-04-11,1,0,5,30.0
5778,99951,10386,2012-09-20,2013-07-03,0,0,6,31.0
5779,11536,13799,2012-01-14,2013-09-20,1,1,5,41.0
5780,90928,13799,2012-01-30,2013-01-14,1,0,6,41.0
5781,11544,5337,2012-08-15,2013-01-10,0,0,9,58.0
5782,30189,5337,2012-08-02,2012-11-11,1,1,8,58.0
5783,11545,5573,2013-09-22,2014-05-05,1,0,4,26.0
5784,80694,5573,2013-07-22,2013-08-03,1,0,3,26.0
5785,84865,5573,2012-05-06,2012-11-15,1,0,2,25.0
5786,11546,15936,2013-06-25,2015-05-01,1,0,5,34.0
5787,11548,17311,2013-04-07,2013-05-03,0,0,2,27.0
5788,11549,15442,2012-08-25,2014-03-18,0,1,3,29.0
5789,56717,15442,2013-06-01,2013-11-10,1,0,5,30.0
5790,99968,15442,2013-04-16,2014-08-05,0,1,4,30.0
5791,11556,4535,2013-07-24,2013-07-26,0,0,2,24.0
5792,11560,17840,2013-06-30,2013-08-02,1,0,8,43.0
5793,63862,17840,2013-06-15,2013-12-04,1,1,7,43.0
5794,11561,7846,2013-04-28,2014-01-22,1,0,8,47.0
5795,35891,7846,2013-02-04,2014-01-13,1,1,7,47.0
5796,11562,10765,2012-08-16,2013-09-17,1,0,6,42.0
5797,11563,11158,2012-06-12,2012-07-17,0,0,3,26.0
5798,46303,11158,2012-04-11,2012-04-16,1,0,2,26.0
5799,11573,2147,2012-05-16,2012-09-03,1,0,11,36.0
5800,31329,2147,2013-07-11,2014-08-21,1,0,12,37.0
5801,68907,2147,2012-03-26,2012-05-17,1,1,10,36.0
5802,88849,2147,2012-02-23,2012-12-28,0,1,9,36.0
5803,11577,8362,2012-12-23,2013-01-01,1,0,2,26.0
5804,91602,8362,2013-10-15,2014-06-11,1,0,3,27.0
5805,11582,16068,2013-07-09,2014-04-04,1,0,3,30.0
5806,69070,16068,2012-04-29,2012-07-25,1,0,2,29.0
5807,11583,6091,2013-04-03,2014-08-31,1,0,4,27.0
5808,22796,6091,2012-12-24,2013-07-22,0,1,3,27.0
5809,11586,13749,2012-04-06,2012-08-29,0,0,4,26.0
5810,11588,7740,2013-05-11,2013-06-01,1,0,2,18.0
5811,11593,10350,2012-11-30,2012-12-30,1,0,9,45.0
5812,79391,10350,2012-08-29,2013-04-19,1,1,8,45.0
5813,11602,4439,2012-05-27,2012-12-06,0,0,3,32.0
5814,55541,4439,2013-10-13,2013-12-01,1,0,4,33.0
5815,11612,17003,2012-01-12,2014-02-04,1,0,2,29.0
5816,11613,3562,2013-03-09,2013-07-28,0,0,7,32.0
5817,29587,3562,2012-06-06,2013-07-14,1,1,6,31.0
5818,82261,3562,2012-04-29,2013-03-06,0,1,5,31.0
5819,11615,496,2012-05-31,2013-06-17,0,1,8,46.0
5820,39985,496,2013-02-17,2013-04-09,1,0,9,47.0
5821,46588,496,2012-05-29,2013-06-23,1,1,7,46.0
5822,11622,19509,2013-03-15,2013-05-27,1,0,4,33.0
5823,45858,19509,2013-05-30,2013-06-15,1,0,5,33.0
5824,59635,19509,2012-08-19,2012-09-07,1,0,3,32.0
5825,97917,19509,2013-10-07,2013-10-31,0,0,6,33.0
5826,11628,15739,2013-01-19,2013-02-13,1,0,3,33.0
5827,11630,4401,2013-05-05,2014-05-17,1,1,10,35.0
5828,50206,4401,2012-10-05,2013-01-11,0,0,8,34.0
5829,87356,4401,2013-10-13,2014-07-22,1,0,11,35.0
5830,87710,4401,2012-09-14,2013-04-05,1,1,7,34.0
5831,90001,4401,2013-04-22,2013-07-28,1,1,9,35.0
5832,11640,12357,2012-12-01,2013-04-13,1,0,2,26.0
5833,11641,1156,2013-06-11,2014-12-20,0,0,1,29.0
5834,11648,3945,2012-12-20,2013-01-03,0,0,3,29.0
5835,36564,3945,2012-12-04,2012-12-11,0,0,2,29.0
5836,63826,3945,2013-03-26,2013-06-13,0,0,4,29.0
5837,11649,3213,2012-07-31,2013-07-01,1,1,5,36.0
5838,69650,3213,2013-04-22,2014-10-22,1,0,6,37.0
5839,11660,8161,2012-01-15,2013-02-13,0,0,2,21.0
5840,11662,6323,2012-08-19,2013-02-09,0,1,5,42.0
5841,14788,6323,2013-07-11,2013-09-02,1,0,9,43.0
5842,21065,6323,2012-11-20,2013-01-01,1,0,8,42.0
5843,49700,6323,2012-08-21,2013-04-30,1,1,6,42.0
5844,93325,6323,2012-10-22,2013-07-07,1,1,7,42.0
5845,11678,7704,2012-08-19,2013-08-11,0,1,5,31.0
5846,21431,7704,2012-07-22,2013-08-01,0,1,4,30.0
5847,63060,7704,2012-02-14,2012-05-31,1,0,3,30.0
5848,69532,7704,2012-12-20,2013-03-12,1,0,6,31.0
5849,11683,8932,2012-10-17,2012-11-26,0,0,3,33.0
5850,11686,9522,2013-10-10,2014-03-11,1,0,4,27.0
5851,32943,9522,2013-04-21,2013-10-01,1,0,3,27.0
5852,11688,5749,2013-01-22,2013-05-11,0,0,3,22.0
5853,32770,5749,2012-08-01,2012-09-16,1,0,2,22.0
5854,11690,12028,2013-01-30,2013-04-03,1,0,6,27.0
5855,28880,12028,2013-01-15,2014-03-29,0,1,5,27.0
5856,33932,12028,2012-02-09,2012-12-18,0,1,2,26.0
5857,40136,12028,2012-08-18,2012-08-24,1,0,4,27.0
5858,76910,12028,2013-04-18,2013-05-03,0,0,7,27.0
5859,89784,12028,2012-04-04,2013-08-02,1,1,3,26.0
5860,11696,3790,2012-03-27,2012-05-02,0,0,2,24.0
5861,30710,3790,2012-11-14,2013-01-23,0,0,3,25.0
5862,79816,3790,2013-02-23,2013-07-24,0,0,4,25.0
5863,11709,11251,2012-10-08,2013-04-08,1,0,7,27.0
5864,64184,11251,2012-07-08,2012-07-13,1,0,6,26.0
5865,77114,11251,2012-01-20,2012-02-08,0,0,5,26.0
5866,11721,19640,2013-10-12,2014-04-02,0,0,4,25.0
5867,53245,19640,2013-03-07,2013-05-10,0,0,3,24.0
5868,11733,8408,2012-02-26,2012-06-11,0,0,1,28.0
5869,11735,1722,2013-10-16,2013-12-14,1,0,5,31.0
5870,24564,1722,2012-06-01,2017-08-28,1,1,3,29.0
5871,77562,1722,2013-02-14,2013-10-07,0,0,4,30.0
5872,99610,1722,2012-04-06,2012-11-20,0,1,2,29.0
5873,11748,16941,2013-08-11,2013-09-19,1,0,5,35.0
5874,40061,16941,2012-05-07,2014-06-21,1,1,4,34.0
5875,11749,6252,2013-05-15,2013-06-18,0,0,2,30.0
5876,11750,7383,2012-06-27,2013-07-09,0,1,1,21.0
5877,19693,7383,2013-02-13,2013-04-03,1,0,2,22.0
5878,11752,16282,2013-10-09,2013-10-19,1,0,6,33.0
5879,27541,16282,2012-05-24,2012-06-25,0,1,3,32.0
5880,30920,16282,2012-06-10,2012-10-28,0,0,4,32.0
5881,47881,16282,2013-08-18,2014-04-02,1,1,5,33.0
5882,11755,2911,2013-09-25,2014-01-28,1,0,9,48.0
5883,44742,2911,2012-11-15,2013-01-30,0,0,7,47.0
5884,51725,2911,2013-03-11,2014-02-07,1,1,8,48.0
5885,92815,2911,2012-07-11,2012-08-12,1,0,6,47.0
5886,11759,15453,2012-03-20,2012-09-12,0,0,2,16.0
5887,11767,11397,2012-01-02,2013-08-13,0,1,1,21.0
5888,20468,11397,2012-12-20,2014-01-02,0,0,2,22.0
5889,11768,8619,2013-09-08,2014-05-05,1,0,4,41.0
5890,11770,7822,2012-05-28,2013-11-17,0,1,3,29.0
5891,31038,7822,2013-07-16,2015-12-09,0,0,5,30.0
5892,69720,7822,2012-10-14,2013-08-12,1,1,4,29.0
5893,11775,18954,2012-01-11,2012-09-06,0,0,4,37.0
5894,11776,18794,2013-04-08,2013-04-17,0,0,5,35.0
5895,78318,18794,2012-07-21,2013-05-26,0,1,4,34.0
5896,11785,15976,2012-10-05,2012-11-17,1,0,5,31.0
5897,69056,15976,2013-08-24,2013-10-26,0,0,6,32.0
5898,11799,1554,2013-05-16,2013-12-23,0,0,2,32.0
5899,11802,5832,2012-12-24,2013-08-20,0,1,4,24.0
5900,35638,5832,2012-08-21,2012-09-01,0,0,3,24.0
5901,51034,5832,2013-02-15,2013-06-15,1,0,5,24.0
5902,11810,538,2013-03-02,2013-10-21,1,0,6,41.0
5903,76275,538,2012-04-09,2012-08-05,0,0,5,40.0
5904,11812,8723,2013-01-12,2013-07-14,1,1,6,36.0
5905,46162,8723,2013-10-16,2014-01-09,1,0,8,37.0
5906,47235,8723,2013-02-23,2013-02-28,0,0,7,36.0
5907,11825,1845,2012-12-10,2013-02-23,0,0,4,22.0
5908,11826,7717,2013-08-03,2014-11-12,0,0,2,25.0
5909,11829,17885,2013-03-21,2013-07-20,1,0,3,34.0
5910,11830,19571,2012-08-02,2013-12-11,0,1,1,20.0
5911,16686,19571,2013-09-13,2014-03-07,1,0,3,21.0
5912,67653,19571,2012-10-14,2013-06-24,0,0,2,20.0
5913,11831,17738,2012-11-19,2012-11-22,0,0,3,30.0
5914,63803,17738,2013-06-08,2013-06-17,0,0,4,31.0
5915,11833,19304,2013-06-27,2014-02-24,0,0,5,48.0
5916,66258,19304,2012-09-21,2013-11-16,1,1,4,47.0
5917,11837,89,2013-05-13,2014-03-10,0,1,3,32.0
5918,12598,89,2013-07-05,2014-06-11,1,0,4,32.0
5919,11847,12377,2012-08-13,2013-09-04,1,1,3,26.0
5920,60853,12377,2012-10-05,2013-10-12,1,0,4,26.0
5921,11864,13266,2012-12-15,2013-01-23,1,0,6,41.0
5922,48113,13266,2012-11-21,2013-02-10,0,1,5,41.0
5923,11867,18779,2013-07-06,2014-05-15,0,0,3,35.0
5924,11868,1221,2012-03-17,2014-02-17,1,1,5,33.0
5925,37362,1221,2012-04-11,2012-05-17,1,0,6,33.0
5926,80187,1221,2012-07-02,2012-11-18,0,0,7,33.0
5927,11870,13751,2013-09-24,2014-05-07,0,0,3,22.0
5928,22622,13751,2012-11-10,2013-08-28,1,0,2,21.0
5929,11872,1972,2013-08-25,2014-01-09,1,0,1,11.0
5930,11873,8487,2013-01-22,2013-04-14,1,1,2,22.0
5931,84272,8487,2013-02-08,2013-03-26,0,0,3,22.0
5932,11877,5267,2012-03-16,2012-05-07,0,0,2,23.0
5933,16230,5267,2013-06-22,2013-11-02,1,0,5,24.0
5934,66700,5267,2012-11-11,2012-12-30,0,0,3,24.0
5935,87550,5267,2013-04-08,2014-08-23,0,1,4,24.0
5936,11878,888,2012-07-28,2013-07-19,1,0,3,27.0
5937,11882,17655,2012-07-09,2013-05-13,0,0,4,43.0
5938,11899,16694,2013-05-20,2014-03-16,1,0,6,43.0
5939,65928,16694,2012-03-28,2012-09-27,1,0,4,42.0
5940,90661,16694,2012-12-25,2013-12-26,0,1,5,43.0
5941,11911,8340,2012-05-07,2012-06-10,0,0,2,27.0
5942,32912,8340,2013-04-09,2014-07-25,0,0,3,28.0
5943,11915,9231,2012-06-27,2012-09-08,1,0,4,35.0
5944,98071,9231,2013-04-26,2013-07-23,1,0,5,36.0
5945,11918,15902,2013-09-07,2014-09-14,1,1,4,30.0
5946,65737,15902,2012-10-08,2013-02-16,0,0,3,29.0
5947,79631,15902,2013-09-29,2014-04-06,1,0,5,30.0
5948,11921,782,2012-04-02,2012-12-21,1,0,4,28.0
5949,11927,7661,2012-06-07,2013-06-04,0,1,4,33.0
5950,43984,7661,2012-08-24,2012-08-25,1,0,5,33.0
5951,47851,7661,2013-04-17,2013-09-02,0,0,6,34.0
5952,70512,7661,2013-10-01,2014-06-22,1,0,7,34.0
5953,11930,15166,2012-04-04,2012-04-24,1,1,7,36.0
5954,46152,15166,2012-04-10,2012-06-05,1,0,8,36.0
5955,11941,15622,2012-12-28,2013-01-27,0,0,2,26.0
5956,42500,15622,2012-09-27,2012-11-19,1,0,1,26.0
5957,57144,15622,2013-09-06,2014-01-08,1,0,4,27.0
5958,76585,15622,2013-02-13,2013-07-27,0,0,3,26.0
5959,11949,2819,2013-10-23,2013-11-15,0,0,1,19.0
5960,23936,2819,2012-03-28,2012-04-06,0,0,0,17.0
5961,11950,9516,2013-02-12,2013-07-18,0,1,1,16.0
5962,23207,9516,2013-04-18,2013-11-26,0,0,2,16.0
5963,11952,4213,2013-07-10,2013-07-28,1,0,4,25.0
5964,26508,4213,2012-01-27,2012-09-20,0,0,2,24.0
5965,36209,4213,2012-11-16,2014-05-25,0,1,3,25.0
5966,11968,19035,2012-02-16,2012-06-14,0,0,3,25.0
5967,39296,19035,2012-11-14,2016-02-27,0,0,4,26.0
5968,11979,19787,2012-08-21,2013-04-30,1,0,2,30.0
5969,90173,19787,2013-05-29,2014-05-28,0,0,3,31.0
5970,11983,3047,2013-09-29,2014-07-26,1,0,3,33.0
5971,74037,3047,2012-02-21,2012-07-14,1,0,2,31.0
5972,11984,3398,2012-08-07,2013-01-11,1,0,4,27.0
5973,11986,18913,2012-03-09,2013-02-04,0,1,4,34.0
5974,38925,18913,2012-11-11,2013-01-11,1,0,6,35.0
5975,48809,18913,2012-05-07,2014-04-20,0,1,5,34.0
5976,11989,9136,2012-06-24,2012-07-12,0,0,2,29.0
5977,11997,5023,2012-04-01,2014-03-27,0,0,2,26.0
5978,11999,8005,2012-12-21,2013-02-16,1,0,2,22.0
5979,12007,1998,2012-02-19,2012-04-10,0,0,3,35.0
5980,24577,1998,2013-02-27,2014-01-15,0,0,4,36.0
5981,12013,8708,2012-10-04,2013-03-21,1,0,1,17.0
5982,12020,1318,2013-05-27,2013-06-29,1,0,2,19.0
5983,12022,14628,2013-03-02,2013-08-01,1,0,4,33.0
5984,46328,14628,2013-10-21,2014-04-21,1,0,5,34.0
5985,12023,3378,2012-09-23,2012-11-27,1,0,3,34.0
5986,90411,3378,2013-02-10,2013-08-07,0,0,4,34.0
5987,12033,16786,2013-08-15,2015-05-07,0,0,5,32.0
5988,75939,16786,2013-07-10,2013-09-09,1,1,4,32.0
5989,12040,787,2013-02-27,2013-09-29,1,0,2,31.0
5990,12046,5295,2012-03-18,2012-03-29,0,0,2,37.0
5991,12047,14207,2013-01-01,2013-02-22,0,0,1,21.0
5992,12050,400,2013-05-16,2014-08-09,0,1,1,24.0
5993,34611,400,2013-10-03,2014-07-20,0,0,2,24.0
5994,94452,400,2012-08-11,2013-02-18,1,0,0,23.0
5995,12052,4238,2012-11-07,2013-01-03,1,1,5,27.0
5996,27049,4238,2012-11-24,2013-04-29,0,0,6,27.0
5997,53012,4238,2012-05-09,2012-08-28,1,0,3,26.0
5998,69026,4238,2013-05-05,2014-05-21,1,0,7,27.0
5999,75988,4238,2012-10-15,2012-11-24,1,1,4,26.0
6000,12053,427,2012-09-20,2012-10-25,1,0,1,24.0
6001,32431,427,2013-02-06,2013-03-22,0,0,2,24.0
6002,12054,8614,2012-04-06,2012-04-20,0,0,3,27.0
6003,13700,8614,2012-11-12,2012-12-16,0,0,4,28.0
6004,12055,11546,2012-06-17,2013-03-01,1,1,4,37.0
6005,31358,11546,2012-08-28,2013-12-04,1,0,5,38.0
6006,67634,11546,2012-02-08,2012-10-17,0,1,3,37.0
6007,12067,9857,2013-07-28,2013-09-15,1,0,3,31.0
6008,80063,9857,2012-02-12,2013-03-02,0,0,2,30.0
6009,12069,8636,2013-09-05,2013-09-26,1,0,7,31.0
6010,26252,8636,2013-02-18,2013-04-27,1,1,5,30.0
6011,53313,8636,2013-03-17,2013-05-22,0,0,6,30.0
6012,57414,8636,2012-01-09,2012-06-18,0,0,4,29.0
6013,12072,16994,2012-06-02,2012-09-30,0,0,3,30.0
6014,12992,16994,2013-07-06,2014-01-09,1,0,6,31.0
6015,31416,16994,2013-02-15,2013-07-03,0,0,5,31.0
6016,98098,16994,2012-11-25,2013-04-26,1,1,4,30.0
6017,12073,4427,2013-05-06,2013-11-28,1,0,1,28.0
6018,12086,18985,2013-06-04,2013-09-09,0,0,2,27.0
6019,80567,18985,2012-08-29,2012-12-18,1,0,0,26.0
6020,91395,18985,2013-03-06,2014-02-19,0,1,1,27.0
6021,12087,19873,2013-06-12,2013-08-31,1,0,4,21.0
6022,80721,19873,2012-03-11,2012-08-26,0,0,3,20.0
6023,12089,6053,2013-09-24,2014-06-06,0,0,1,24.0
6024,12092,19985,2012-09-08,2012-10-18,0,0,1,25.0
6025,12098,730,2012-02-28,2014-05-07,1,1,4,27.0
6026,97472,730,2012-05-23,2012-07-19,0,0,5,27.0
6027,12100,6229,2012-02-22,2012-05-15,1,0,3,27.0
6028,12102,16673,2013-02-02,2013-03-29,1,0,2,26.0
6029,12111,18621,2012-08-12,2012-08-14,1,0,1,22.0
6030,70323,18621,2013-04-17,2013-06-06,1,0,2,23.0
6031,12115,2179,2013-04-14,2013-05-04,1,0,4,30.0
6032,12120,4037,2013-08-08,2014-04-02,0,0,2,15.0
6033,23468,4037,2012-07-01,2013-03-28,0,0,1,14.0
6034,12123,19638,2013-08-13,2014-11-27,1,0,5,37.0
6035,12131,15477,2012-06-15,2012-07-04,0,0,5,38.0
6036,21264,15477,2012-01-27,2012-08-11,0,1,4,38.0
6037,12133,15952,2012-03-06,2012-12-03,1,0,4,26.0
6038,12134,18804,2013-05-10,2016-05-15,1,0,3,28.0
6039,25087,18804,2012-10-29,2013-01-08,1,0,2,27.0
6040,12136,10196,2013-01-29,2013-03-13,1,0,3,31.0
6041,12140,19793,2012-02-09,2012-02-13,1,0,2,21.0
6042,27879,19793,2013-09-07,2013-12-28,0,0,3,23.0
6043,12145,12248,2012-09-03,2012-10-21,1,0,5,28.0
6044,89640,12248,2012-08-31,2012-11-17,0,1,4,28.0
6045,12148,16269,2012-08-18,2012-09-27,1,0,2,28.0
6046,63349,16269,2013-04-10,2013-04-22,0,0,3,29.0
6047,12151,13467,2012-10-27,2013-02-28,0,0,4,31.0
6048,12152,13486,2012-07-16,2012-09-30,1,0,6,30.0
6049,15833,13486,2012-05-29,2012-09-01,0,1,5,30.0
6050,59931,13486,2013-07-11,2013-09-03,1,0,7,31.0
6051,12156,1763,2012-02-17,2012-06-29,0,0,1,18.0
6052,19089,1763,2012-07-25,2014-01-03,1,1,2,18.0
6053,44522,1763,2013-06-29,2013-12-30,0,0,3,19.0
6054,12167,2716,2012-12-12,2013-03-15,0,1,4,24.0
6055,63464,2716,2012-06-15,2014-05-14,0,1,3,23.0
6056,87080,2716,2013-02-18,2013-04-04,0,0,5,24.0
6057,12168,18071,2012-05-17,2013-01-11,0,1,6,39.0
6058,13703,18071,2012-10-13,2013-08-07,0,0,7,39.0
6059,12170,19987,2012-03-01,2013-10-18,0,1,5,39.0
6060,92133,19987,2012-03-27,2012-04-03,1,0,6,39.0
6061,12173,9284,2013-05-07,2013-06-24,0,0,3,20.0
6062,46842,9284,2013-02-17,2013-03-20,1,0,2,20.0
6063,12174,6615,2012-09-25,2013-01-11,1,0,6,42.0
6064,12178,5656,2013-09-09,2014-04-27,0,0,4,33.0
6065,12186,10898,2012-04-05,2013-03-13,1,0,10,48.0
6066,12188,2798,2013-07-02,2013-11-26,0,0,5,31.0
6067,96392,2798,2013-04-19,2013-09-24,1,1,4,31.0
6068,12192,7758,2013-04-13,2013-09-20,0,0,2,16.0
6069,57891,7758,2012-07-07,2013-01-24,0,0,1,15.0
6070,12194,4107,2012-10-24,2013-03-26,1,0,5,30.0
6071,30638,4107,2012-04-26,2012-11-16,1,1,4,29.0
6072,12198,4994,2013-05-14,2013-07-18,1,0,6,32.0
6073,12207,3099,2012-04-07,2012-04-10,1,0,2,25.0
6074,25535,3099,2012-06-06,2013-01-17,0,0,3,25.0
6075,12217,6589,2013-09-19,2015-04-04,1,0,2,29.0
6076,12218,7760,2012-03-09,2012-06-19,0,0,1,21.0
6077,20003,7760,2013-09-29,2015-01-07,0,0,3,23.0
6078,85845,7760,2013-08-04,2015-06-10,0,1,2,22.0
6079,12223,18043,2013-10-14,2014-02-23,1,0,4,39.0
6080,79871,18043,2012-08-11,2013-07-07,1,0,3,38.0
6081,12229,10136,2013-08-31,2014-07-31,0,0,2,24.0
6082,12234,14098,2013-04-16,2013-10-31,1,0,1,30.0
6083,12239,15173,2012-02-28,2013-11-20,0,0,2,25.0
6084,12244,9872,2013-07-29,2014-04-06,0,0,4,18.0
6085,17285,9872,2012-03-31,2012-07-04,1,0,2,17.0
6086,26821,9872,2012-08-28,2013-02-25,1,0,3,17.0
6087,12247,1910,2013-01-04,2013-01-12,0,0,1,22.0
6088,50365,1910,2012-07-14,2012-07-17,0,0,0,22.0
6089,12250,3550,2012-06-15,2012-09-20,0,0,2,20.0
6090,12254,11133,2012-04-06,2012-05-28,0,0,3,24.0
6091,23352,11133,2012-01-16,2013-08-03,1,1,2,24.0
6092,12258,14090,2013-05-30,2013-06-04,1,0,5,30.0
6093,19173,14090,2013-02-22,2013-05-03,0,0,4,30.0
6094,31876,14090,2013-01-14,2013-12-16,1,1,3,30.0
6095,12259,10745,2013-09-04,2013-10-21,1,1,4,28.0
6096,14170,10745,2013-09-09,2014-04-24,1,0,5,28.0
6097,33055,10745,2012-03-20,2012-06-21,1,0,3,27.0
6098,12270,13473,2012-09-08,2012-11-22,0,0,3,28.0
6099,12284,10731,2013-07-02,2014-04-07,1,0,2,23.0
6100,12286,9543,2013-07-12,2014-03-02,1,0,4,29.0
6101,46015,9543,2013-07-03,2014-07-01,0,1,3,29.0
6102,12287,5495,2012-02-16,2012-05-22,1,0,1,20.0
6103,69524,5495,2013-03-27,2013-06-20,0,0,2,21.0
6104,12292,17124,2012-05-15,2012-08-20,0,0,5,19.0
6105,51038,17124,2012-02-24,2012-05-19,0,1,4,19.0
6106,74582,17124,2012-01-11,2012-03-31,0,1,3,19.0
6107,12293,2478,2012-11-25,2012-11-28,0,0,2,25.0
6108,36021,2478,2013-09-13,2014-01-02,1,0,4,26.0
6109,65037,2478,2013-05-19,2013-06-29,0,0,3,25.0
6110,12297,2905,2013-04-09,2013-09-16,1,0,6,47.0
6111,95032,2905,2013-04-01,2013-11-08,1,1,5,47.0
6112,12298,16940,2013-03-26,2013-05-31,1,0,4,22.0
6113,70840,16940,2012-11-23,2012-11-30,1,0,3,22.0
6114,12299,10578,2013-08-11,2013-08-21,1,0,5,23.0
6115,12301,8674,2012-10-02,2013-06-20,0,0,5,37.0
6116,12302,4950,2012-09-12,2013-04-13,1,0,4,21.0
6117,72604,4950,2012-04-30,2013-05-08,0,1,3,21.0
6118,12304,19152,2012-01-10,2012-05-27,1,0,4,26.0
6119,34435,19152,2012-09-23,2012-10-05,0,0,5,27.0
6120,50449,19152,2013-02-22,2013-04-29,1,1,6,27.0
6121,87313,19152,2013-03-25,2013-10-04,1,0,7,27.0
6122,12307,8232,2013-04-15,2013-05-24,0,0,5,28.0
6123,98257,8232,2013-02-27,2013-06-05,0,1,4,28.0
6124,12314,2431,2013-02-08,2013-06-23,0,0,1,23.0
6125,12316,14223,2013-01-30,2013-03-21,0,0,4,41.0
6126,12318,14468,2013-03-29,2013-03-31,0,0,2,20.0
6127,49795,14468,2013-10-24,2014-09-03,1,0,3,21.0
6128,12326,3767,2012-03-23,2012-09-07,0,0,8,48.0
6129,14405,3767,2012-01-07,2012-06-20,1,1,6,48.0
6130,33211,3767,2012-02-07,2012-03-14,1,0,7,48.0
6131,56257,3767,2013-04-29,2014-01-27,0,0,9,49.0
6132,12328,8762,2013-04-09,2013-06-30,0,0,2,16.0
6133,23556,8762,2012-08-19,2012-09-27,0,0,0,15.0
6134,81153,8762,2012-11-08,2012-12-08,0,0,1,15.0
6135,12344,3570,2012-07-24,2012-10-29,0,1,0,28.0
6136,13930,3570,2012-08-07,2013-04-14,0,0,1,28.0
6137,12347,13133,2012-02-02,2012-03-28,0,0,6,41.0
6138,45830,13133,2012-08-09,2013-09-24,1,0,7,42.0
6139,12352,13688,2012-01-28,2012-12-24,0,0,2,28.0
6140,94866,13688,2013-02-19,2014-01-09,1,0,3,29.0
6141,12358,15094,2013-04-28,2014-01-22,1,0,5,31.0
6142,38523,15094,2012-10-27,2012-11-18,0,0,4,30.0
6143,12364,15967,2013-04-27,2015-06-17,0,0,2,33.0
6144,12366,11352,2013-09-12,2013-09-29,1,0,5,31.0
6145,54056,11352,2012-10-12,2012-11-15,0,0,3,30.0
6146,82043,11352,2013-07-28,2013-12-09,1,1,4,31.0
6147,12368,7039,2013-03-20,2013-06-06,1,0,1,27.0
6148,19525,7039,2012-01-11,2013-05-22,0,1,0,26.0
6149,63570,7039,2013-10-24,2014-04-20,0,0,2,28.0
6150,12377,15946,2013-10-01,2014-02-12,0,0,4,24.0
6151,65148,15946,2013-09-15,2014-07-07,0,1,3,24.0
6152,72496,15946,2013-05-30,2013-08-01,1,0,2,24.0
6153,12378,981,2013-05-15,2013-09-10,1,1,3,30.0
6154,27505,981,2013-06-08,2014-08-09,1,0,4,30.0
6155,53544,981,2012-01-16,2014-01-06,0,1,2,29.0
6156,12380,2493,2012-10-13,2014-12-07,1,1,5,39.0
6157,24516,2493,2013-01-23,2013-03-04,1,0,6,39.0
6158,12382,6846,2013-08-29,2014-01-26,1,0,6,28.0
6159,25762,6846,2012-08-24,2013-06-05,1,1,4,27.0
6160,36927,6846,2012-07-09,2013-05-20,1,1,3,27.0
6161,62988,6846,2012-09-02,2012-10-23,1,0,5,27.0
6162,12383,19471,2012-11-01,2014-08-06,1,1,2,20.0
6163,26157,19471,2013-03-16,2013-06-12,0,0,3,20.0
6164,65518,19471,2012-10-30,2012-11-26,0,1,1,20.0
6165,12386,6233,2012-11-15,2013-08-14,0,0,3,26.0
6166,12402,1877,2012-01-26,2012-10-02,0,0,3,33.0
6167,12408,18349,2012-06-13,2012-08-07,0,0,3,24.0
6168,77179,18349,2012-09-16,2012-11-03,0,0,4,24.0
6169,12418,12484,2012-11-27,2013-06-03,1,0,2,22.0
6170,25427,12484,2013-07-28,2014-02-26,0,0,3,23.0
6171,12419,11490,2013-02-01,2014-05-03,1,1,5,20.0
6172,70737,11490,2013-05-09,2013-06-28,1,0,7,20.0
6173,88596,11490,2012-03-09,2012-03-13,1,0,3,19.0
6174,89514,11490,2012-06-01,2012-10-09,1,0,4,19.0
6175,91701,11490,2013-02-28,2014-06-28,1,1,6,20.0
6176,12431,13654,2013-06-05,2013-06-09,0,0,5,32.0
6177,39952,13654,2013-09-14,2014-01-26,1,0,6,32.0
6178,12436,9004,2013-07-24,2014-07-14,1,0,3,36.0
6179,17063,9004,2012-05-20,2013-04-09,1,0,2,35.0
6180,12438,5514,2012-06-20,2012-07-20,0,0,9,35.0
